submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s035700698,p03210,u419002605,1601387951,C++,C++ (GCC 9.2.1),cpp,Accepted,11.0,3640.0,230,
s550453508,p03210,u172269390,1601347377,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3576.0,194,
s528475908,p03210,u685114895,1601346105,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3536.0,361,
s791662743,p03210,u679951803,1601333684,C++,C++ (GCC 9.2.1),cpp,Accepted,13.0,3668.0,131,
s588515060,p03210,u987637902,1601326335,Python,Python (3.8.2),py,Accepted,28.0,9088.0,95,
s215739290,p03210,u566317458,1601319597,C++,C++ (GCC 9.2.1),cpp,Accepted,9.0,3536.0,558,
s282935354,p03210,u503221936,1601316897,C++,C++ (GCC 9.2.1),cpp,Accepted,10.0,3612.0,185,
s389126512,p03210,u816631826,1601306741,C++,C++ (GCC 9.2.1),cpp,Accepted,2.0,3592.0,282,
s677837932,p03210,u863370423,1601282649,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3604.0,507,
s218331125,p03210,u884476319,1601225226,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3632.0,2544,
s865259406,p03210,u503294750,1601179183,Python,Python (3.8.2),py,Accepted,22.0,9084.0,61,
s767434762,p03210,u302789073,1601065761,Python,Python (3.8.2),py,Accepted,26.0,8956.0,79,
s783480645,p03210,u905895868,1601048616,Python,Python (3.8.2),py,Accepted,29.0,9084.0,59,
s400042258,p03210,u618263300,1601005066,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3564.0,914,
s994013017,p03210,u987039273,1601001264,Python,Python (3.8.2),py,Accepted,26.0,8972.0,97,
s691774500,p03210,u005006157,1600997179,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3616.0,444,
s297652683,p03210,u264265458,1600987742,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3644.0,445,
s103361275,p03210,u264265458,1600987683,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3788.0,445,
s929673742,p03210,u552143188,1600954828,Python,Python (3.8.2),py,Accepted,24.0,9164.0,84,
s272940291,p03210,u428341537,1600954292,Python,Python (3.8.2),py,Accepted,23.0,8972.0,78,
s984551619,p03210,u245641078,1600944539,Python,Python (3.8.2),py,Accepted,27.0,9148.0,62,
s473341886,p03210,u711180190,1600942575,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3656.0,3012,
s011127546,p03210,u886477838,1600909167,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3564.0,174,
s388239359,p03210,u369630760,1600872141,Python,Python (3.8.2),py,Accepted,27.0,9088.0,86,
s357618024,p03210,u370721525,1600863434,Python,PyPy3 (7.3.0),py,Accepted,61.0,61736.0,83,
s574158504,p03210,u798359674,1600854986,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3596.0,657,
s775129452,p03210,u707888418,1600830697,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3548.0,147,
s670596248,p03210,u762603420,1600822528,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3604.0,201,
s191644953,p03210,u492910842,1600812439,Python,PyPy3 (7.3.0),py,Accepted,63.0,61740.0,74,
s562404363,p03210,u318661636,1600787943,Python,Python (3.8.2),py,Accepted,26.0,9008.0,83,
s841400271,p03210,u213868052,1600783807,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3628.0,997,
s161794342,p03210,u211255607,1600754653,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3640.0,1479,
s879590046,p03210,u025223061,1600743120,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3572.0,355,
s206217908,p03210,u094102716,1600723371,Python,Python (3.8.2),py,Accepted,28.0,9060.0,49,
s575596367,p03210,u125269142,1600662486,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3532.0,311,
s017990267,p03210,u337018543,1600636979,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3632.0,390,
s831198555,p03210,u556477263,1600631512,Python,Python (3.8.2),py,Accepted,25.0,9140.0,87,
s042706442,p03210,u109959065,1600631187,Python,Python (3.8.2),py,Accepted,29.0,9120.0,117,
s855299165,p03210,u331948661,1600621524,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3540.0,185,
s584108084,p03210,u491376630,1600595489,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3592.0,167,
s977572333,p03210,u883297128,1600578167,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3636.0,209,
s811798393,p03210,u054825571,1600562696,Python,Python (3.8.2),py,Accepted,30.0,9152.0,74,
s772217482,p03210,u351174574,1600533034,C++,C++ (Clang 10.0.0),cpp,Accepted,7.0,3096.0,240,
s468405255,p03210,u827261928,1600460404,Python,PyPy3 (7.3.0),py,Accepted,72.0,61700.0,78,
s369299015,p03210,u589969467,1600459041,Python,Python (3.8.2),py,Accepted,24.0,9152.0,72,
s846247914,p03210,u014139588,1600451685,Python,Python (3.8.2),py,Accepted,25.0,8896.0,70,
s268227537,p03210,u889405092,1600405299,Python,Python (3.8.2),py,Accepted,27.0,8940.0,59,
s804839333,p03210,u077816564,1600399037,Python,Python (3.8.2),py,Accepted,26.0,9120.0,58,
s789919993,p03210,u166419774,1600388822,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3524.0,305,
s456680948,p03210,u366581326,1600387341,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3612.0,3254,
s142857852,p03210,u924828749,1600369374,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3612.0,168,
s893903838,p03210,u621904504,1600312717,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3636.0,205,
s892350995,p03210,u671060652,1600287537,Python,PyPy3 (7.3.0),py,Accepted,67.0,61840.0,250,
