submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s314395953,p01293,u023471147,1534727832,C++,C++14,cpp,Accepted,0,3160,4345,1/1
s332798792,p01293,u467070262,1540567574,C++,C++,cpp,Accepted,0,3140,1798,1/1
s112293260,p01293,u905313459,1559194179,C++,C++14,cpp,Accepted,0,3084,1397,1/1
s149393221,p01293,u934534598,1406095342,C++,C++11,cpp,Accepted,0,1216,1591,1/1
s180908008,p01293,u301090561,1409582442,C++,C++11,cpp,Accepted,0,1188,1820,1/1
s960431178,p01293,u942982291,1411144347,C++,C++,cpp,Accepted,0,1188,1669,1/1
s015150316,p01293,u343612457,1412073257,C++,C++,cpp,Accepted,0,1188,1812,1/1
s643551757,p01293,u032763525,1413295705,C++,C++,cpp,Accepted,0,1132,1360,1/1
s951377336,p01293,u478939311,1414411542,C++,C++11,cpp,Accepted,0,1196,960,1/1
s190315057,p01293,u553881259,1415636509,C++,C++11,cpp,Accepted,0,1188,1349,1/1
s998056479,p01293,u822298456,1416775902,C++,C++,cpp,Accepted,0,1192,1677,1/1
s077134394,p01293,u881100444,1419575240,C++,C++,cpp,Accepted,0,1188,1567,1/1
s907592419,p01293,u855989123,1420306060,C++,C++11,cpp,Accepted,0,1212,2435,1/1
s070751684,p01293,u176230644,1420722130,C++,C++,cpp,Accepted,0,1216,1999,1/1
s832873909,p01293,u664278326,1420837643,C++,C++,cpp,Accepted,0,1188,1152,1/1
s784387929,p01293,u877319405,1422003139,C++,C++11,cpp,Accepted,0,1200,1842,1/1
s103575107,p01293,u458173932,1422500332,C++,C++11,cpp,Accepted,0,1200,942,1/1
s439057136,p01293,u300645821,1423428200,C++,C++11,cpp,Accepted,0,1208,1135,1/1
s561545201,p01293,u954183646,1424078715,C++,C++,cpp,Accepted,0,1200,2487,1/1
s863416015,p01293,u819979588,1424436602,C++,C++,cpp,Accepted,0,1192,1891,1/1
s349786870,p01293,u690860505,1424570704,C++,C++,cpp,Accepted,0,1196,2211,1/1
s631324370,p01293,u923320778,1428046271,C++,C++,cpp,Accepted,0,1188,1084,1/1
s102014894,p01293,u773863568,1428458921,C++,C++,cpp,Accepted,0,1188,1037,1/1
s059470177,p01293,u967850487,1430480393,C++,C++,cpp,Accepted,0,1196,1055,1/1
s218048552,p01293,u749493116,1430806482,C++,C++,cpp,Accepted,0,1196,1960,1/1
s342289276,p01293,u346042277,1432537402,C++,C++,cpp,Accepted,0,1196,1357,1/1
s670236256,p01293,u624316260,1433407750,C++,C++,cpp,Accepted,0,1216,8242,1/1
s622034818,p01293,u137027976,1435481539,C++,C++,cpp,Accepted,0,1164,1982,1/1
s205550135,p01293,u605325206,1437311259,C++,C++,cpp,Accepted,0,1200,1752,1/1
s521260121,p01293,u605325206,1437311500,C++,C++,cpp,Accepted,0,1196,1573,1/1
s411864550,p01293,u117454239,1441544355,C++,C++,cpp,Accepted,0,960,981,1/1
s230937353,p01293,u858885710,1442751015,C++,C++,cpp,Accepted,0,1188,1838,1/1
s518156913,p01293,u261561433,1447412391,C++,C++11,cpp,Accepted,0,3192,3170,1/1
s248329209,p01293,u767384157,1447413359,C++,C++11,cpp,Accepted,0,3040,1256,1/1
s386501465,p01293,u966401365,1447413774,C++,C++11,cpp,Accepted,0,3032,2637,1/1
s157585349,p01293,u207430593,1447414028,C++,C++11,cpp,Accepted,0,3108,1864,1/1
s627176793,p01293,u207430593,1447437758,C++,C++11,cpp,Accepted,0,3148,1520,1/1
s325359145,p01293,u952951927,1448307731,C++,C++,cpp,Accepted,0,1200,1119,1/1
s949568958,p01293,u334031393,1449045125,C++,C++11,cpp,Accepted,0,3096,2179,1/1
s905342151,p01293,u064467943,1449759531,C++,C++,cpp,Accepted,0,1188,1017,1/1
s032956430,p01293,u571404136,1455770730,C++,C++,cpp,Accepted,0,1188,1597,1/1
s112431095,p01293,u084540620,1456098073,C++,C++,cpp,Accepted,0,1188,977,1/1
s890625915,p01293,u186082958,1456712464,C++,C++11,cpp,Accepted,0,3120,1372,1/1
s529868688,p01293,u765197056,1457672266,C++,C++,cpp,Accepted,0,1204,1428,1/1
s519117381,p01293,u113716229,1458201318,C++,C++11,cpp,Accepted,0,3052,1592,1/1
s750201747,p01293,u095377734,1459330889,C++,C++,cpp,Accepted,0,1192,836,1/1
s452656746,p01293,u228816757,1459814388,C++,C++11,cpp,Accepted,0,3244,2441,1/1
s871668590,p01293,u046809180,1463315251,C++,C++,cpp,Accepted,0,1196,822,1/1
s966873409,p01293,u398354652,1463495594,C++,C++11,cpp,Accepted,0,3084,1339,1/1
s998492784,p01293,u852311840,1463888548,C++,C++,cpp,Accepted,0,1184,958,1/1
s123573676,p01293,u557829133,1463979626,C++,C++11,cpp,Accepted,0,3140,958,1/1
s738525709,p01293,u924665348,1464610638,C++,C++,cpp,Accepted,0,1188,1940,1/1
s939335743,p01293,u529386725,1465821606,C++,C++11,cpp,Accepted,0,3040,2023,1/1
