submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s957851058,p00078,u553881259,1404728692,C++,C++11,cpp,Accepted,0,1192,792,1/1
s853646060,p00078,u615353970,1404734361,C++,C++,cpp,Accepted,0,1192,678,1/1
s729283543,p00078,u858885710,1405870027,C++,C++,cpp,Accepted,0,1048,948,1/1
s264710362,p00078,u765197056,1408207590,C++,C++,cpp,Accepted,0,1172,721,1/1
s212763770,p00078,u494396694,1409851914,C++,C++,cpp,Accepted,0,1044,715,1/1
s940548152,p00078,u842986906,1411630454,C++,C++,cpp,Accepted,0,1160,624,1/1
s252799632,p00078,u813270418,1411709532,C++,C++,cpp,Accepted,0,1164,872,1/1
s624398665,p00078,u488108750,1411918904,C++,C++,cpp,Accepted,0,1164,729,1/1
s910806509,p00078,u398354652,1413302863,C++,C++11,cpp,Accepted,0,1228,748,1/1
s607772384,p00078,u601567896,1413394326,C++,C++,cpp,Accepted,0,1160,1030,1/1
s160221021,p00078,u672233061,1415232017,C++,C++,cpp,Accepted,0,1248,950,1/1
s525371859,p00078,u703196441,1415727357,C++,C++11,cpp,Accepted,0,1224,753,1/1
s630391801,p00078,u467175809,1416204934,C++,C++,cpp,Accepted,0,1032,777,1/1
s878651010,p00078,u273981871,1418496494,C++,C++,cpp,Accepted,0,1160,1186,1/1
s500010990,p00078,u937978414,1418744632,C++,C++11,cpp,Accepted,0,1236,756,1/1
s802156909,p00078,u244742296,1418805770,C++,C++,cpp,Accepted,0,1232,1101,1/1
s189006316,p00078,u145643522,1419811506,C++,C++,cpp,Accepted,0,1252,2218,1/1
s237062377,p00078,u914670807,1420784939,C++,C++,cpp,Accepted,0,1220,1025,1/1
s931444530,p00078,u228756885,1420988459,C++,C++,cpp,Accepted,0,1188,1267,1/1
s160468931,p00078,u228756885,1420988506,C++,C++,cpp,Accepted,0,1192,773,1/1
s499789707,p00078,u288691574,1421741113,C++,C++,cpp,Accepted,0,1044,585,1/1
s119269351,p00078,u364532954,1423642947,C++,C++,cpp,Accepted,0,1160,749,1/1
s693951064,p00078,u198011997,1425571982,C++,C++,cpp,Accepted,0,1192,551,1/1
s401189847,p00078,u117454239,1425653880,C++,C++,cpp,Accepted,0,1044,541,1/1
s057267353,p00078,u746860079,1426901637,C++,C++,cpp,Accepted,0,1232,770,1/1
s673451306,p00078,u811434779,1427174614,C++,C++,cpp,Accepted,0,1192,538,1/1
s576947526,p00078,u660367323,1427772601,C++,C++,cpp,Accepted,0,1228,602,1/1
s199672229,p00078,u467929102,1427923500,C++,C++,cpp,Accepted,0,1164,1225,1/1
s448555700,p00078,u959413365,1429076916,C++,C++,cpp,Accepted,0,1160,2101,1/1
s770213148,p00078,u835414158,1429518298,C++,C++,cpp,Accepted,0,1160,694,1/1
s125733020,p00078,u515601943,1429609652,C++,C++,cpp,Accepted,0,1160,605,1/1
s639582325,p00078,u018134297,1433009574,C++,C++11,cpp,Accepted,0,1224,2128,1/1
s872486468,p00078,u744420470,1433993371,C++,C++,cpp,Accepted,0,1160,789,1/1
s189883776,p00078,u182576515,1434358680,C++,C++,cpp,Accepted,0,1044,699,1/1
s635707483,p00078,u690860505,1435600645,C++,C++11,cpp,Accepted,0,1140,494,1/1
s850282862,p00078,u296395710,1436240930,C++,C++,cpp,Accepted,0,1172,631,1/1
s286768491,p00078,u681511075,1436435291,C++,C++,cpp,Accepted,0,1248,629,1/1
s356017704,p00078,u452212317,1436854718,C++,C++,cpp,Accepted,0,1192,691,1/1
s016365497,p00078,u700120734,1437490373,C++,C++,cpp,Accepted,0,1216,709,1/1
s225402421,p00078,u542962065,1441280037,C++,C++,cpp,Accepted,0,1192,1065,1/1
s215741720,p00078,u645134403,1441351827,C++,C++,cpp,Accepted,0,1192,705,1/1
s219551842,p00078,u982302262,1441773822,C++,C++,cpp,Accepted,0,1160,683,1/1
s715683128,p00078,u188938853,1446200404,C++,C++,cpp,Accepted,0,1216,824,1/1
s044114677,p00078,u812047151,1446858212,C++,C++,cpp,Accepted,0,1164,1094,1/1
s941269988,p00078,u778333573,1448442263,C++,C++11,cpp,Accepted,0,3260,779,1/1
s336461379,p00078,u489809100,1448732461,C++,C++,cpp,Accepted,0,1044,695,1/1
s661879151,p00078,u073628131,1450428536,C++,C++11,cpp,Accepted,0,3220,2046,1/1
s392944693,p00078,u823513038,1450958093,C++,C++11,cpp,Accepted,0,3060,1004,1/1
s023460922,p00078,u802625365,1453298768,C++,C++,cpp,Accepted,0,1208,918,1/1
s521353904,p00078,u852311840,1454659807,C++,C++,cpp,Accepted,20,36324,603,1/1
s492990240,p00078,u289594538,1455425201,C++,C++,cpp,Accepted,0,1164,1284,1/1
s796967306,p00078,u316203371,1457362302,C++,C++11,cpp,Accepted,0,3248,1363,1/1
s256780384,p00078,u290226505,1458019217,C++,C++,cpp,Accepted,0,1192,634,1/1
s542210162,p00078,u950683603,1458564467,C++,C++,cpp,Accepted,0,1172,669,1/1
s555392737,p00078,u529214876,1459146251,C++,C++,cpp,Accepted,0,1192,958,1/1
s231328299,p00078,u455494700,1459342889,C++,C++,cpp,Accepted,0,1160,645,1/1
s218946854,p00078,u892831253,1460457668,C++,C++,cpp,Accepted,0,1040,695,1/1
s048814111,p00078,u268155858,1461320140,C++,C++,cpp,Accepted,0,1172,514,1/1
s146124725,p00078,u195954908,1461386998,C++,C++,cpp,Accepted,0,5892,1533,1/1
s222500970,p00078,u919087013,1461578106,C++,C++,cpp,Accepted,0,1160,709,1/1
s057722011,p00078,u881668270,1464943593,C++,C++,cpp,Accepted,0,1156,2100,1/1
s926808492,p00078,u796627333,1465198710,C++,C++11,cpp,Accepted,0,3156,822,1/1
s875876628,p00078,u952951927,1467196929,C++,C++,cpp,Accepted,0,1192,501,1/1
s098548713,p00078,u924665348,1467197019,C++,C++,cpp,Accepted,0,1192,565,1/1
s021681000,p00078,u084540620,1467197145,C++,C++,cpp,Accepted,0,1192,550,1/1
s373428254,p00078,u046809180,1467197729,C++,C++,cpp,Accepted,0,1160,856,1/1
s395281790,p00078,u751176970,1467198617,C++,C++,cpp,Accepted,0,1192,515,1/1
s510536585,p00078,u212664316,1467198678,C++,C++,cpp,Accepted,0,1044,556,1/1
s805574350,p00078,u358566817,1467199336,C++,C++,cpp,Accepted,0,1192,720,1/1
s761853193,p00078,u874419660,1467199634,C++,C++,cpp,Accepted,0,1192,535,1/1
s071496845,p00078,u874419660,1467199645,C++,C++,cpp,Accepted,0,1192,535,1/1
s523158042,p00078,u849340810,1467199791,C++,C++,cpp,Accepted,0,1192,625,1/1
s110718302,p00078,u411540321,1467200813,C++,C++,cpp,Accepted,0,1192,417,1/1
s604140122,p00078,u784626891,1467203638,C++,C++,cpp,Accepted,0,1044,633,1/1
s325634248,p00078,u229094612,1467210746,C++,C++,cpp,Accepted,0,1192,684,1/1
s119441686,p00078,u229094612,1467210760,C++,C++,cpp,Accepted,0,1192,684,1/1
s380323854,p00078,u186082958,1469643486,C++,C++11,cpp,Accepted,0,3184,1108,1/1
s286952542,p00078,u760384284,1470639680,C++,C++,cpp,Accepted,0,1192,768,1/1
s170866532,p00078,u155634813,1470696690,C++,C++,cpp,Accepted,0,1164,1775,1/1
s189136744,p00078,u956279155,1471268687,C++,C++11,cpp,Accepted,0,3296,1550,1/1
s871510208,p00078,u187737708,1471403092,C++,C++,cpp,Accepted,0,1208,595,1/1
s357717939,p00078,u467070262,1471941167,C++,C++,cpp,Accepted,0,1160,728,1/1
s002715373,p00078,u160041984,1473723206,C++,C++14,cpp,Accepted,0,3092,1256,1/1
s426728157,p00078,u220324665,1474612699,C++,C++14,cpp,Accepted,0,3196,403,1/1
s958057404,p00078,u927516039,1477306533,C++,C++,cpp,Accepted,0,3044,1324,1/1
s985572316,p00078,u697145890,1477994079,C++,C++,cpp,Accepted,0,2560,739,1/1
s319533774,p00078,u296194591,1479042850,C++,C++,cpp,Accepted,0,3124,659,1/1
s463694325,p00078,u584110575,1479547946,C++,C++11,cpp,Accepted,0,3148,517,1/1
s571677505,p00078,u794549850,1480061423,C++,C++,cpp,Accepted,0,2624,969,1/1
s634857235,p00078,u910030421,1481901417,C++,C++,cpp,Accepted,0,3144,564,1/1
s428372599,p00078,u988213374,1481982693,C++,C++,cpp,Accepted,0,2992,4379,1/1
