submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s481452340,p03761,u514896542,1601525368,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3616.0,714,
s692408216,p03761,u200887663,1601520594,Python,Python (3.8.2),py,Accepted,35.0,9848.0,441,
s261265126,p03761,u764378605,1601515055,C++,C++ (GCC 9.2.1),cpp,Accepted,4.0,3660.0,778,
s454473272,p03761,u171336585,1601506937,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3608.0,865,
s524355227,p03761,u171336585,1601503698,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3644.0,845,
s499632316,p03761,u886613668,1601502472,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3612.0,544,
s669808642,p03761,u088000503,1601491085,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3612.0,974,
s313973728,p03761,u986480146,1601486861,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3632.0,552,
s103924278,p03761,u417528611,1601482828,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3624.0,646,
s896330052,p03761,u332258971,1601422516,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3576.0,1040,
s931841189,p03761,u628285938,1601406067,Python,Python (3.8.2),py,Accepted,30.0,9044.0,391,
s701014045,p03761,u131946248,1601357926,C++,C++ (GCC 9.2.1),cpp,Accepted,10.0,3632.0,1296,
s544346359,p03761,u138886316,1601354377,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3616.0,719,
s057139079,p03761,u043589043,1601352806,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3620.0,781,
s037332275,p03761,u038537254,1601343815,C++,C++ (GCC 9.2.1),cpp,Accepted,10.0,3592.0,3325,
s504462078,p03761,u507456172,1601328370,Python,Python (3.8.2),py,Accepted,27.0,9164.0,360,
s405830652,p03761,u590427200,1601323510,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3584.0,567,
s390746210,p03761,u111600809,1601319103,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3644.0,1433,
s492940626,p03761,u230621983,1601312598,Python,Python (3.8.2),py,Accepted,27.0,9140.0,288,
s517131417,p03761,u897135531,1601221437,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3608.0,855,
s743818790,p03761,u199441105,1601159718,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3640.0,637,
s744920681,p03761,u734876600,1601143875,Python,Python (3.8.2),py,Accepted,30.0,9172.0,346,
s312062675,p03761,u109191542,1601123667,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3600.0,2694,
s644777970,p03761,u017603316,1601076573,Python,PyPy3 (7.3.0),py,Accepted,106.0,66068.0,403,
s533267862,p03761,u208713671,1601070599,Python,PyPy3 (7.3.0),py,Accepted,62.0,66200.0,335,
s923988650,p03761,u017603316,1601069916,Python,PyPy3 (7.3.0),py,Accepted,66.0,68204.0,755,
s737465431,p03761,u089121621,1601068299,Python,Python (3.8.2),py,Accepted,119.0,27244.0,396,
s302310349,p03761,u022215787,1601067381,Python,Python (3.8.2),py,Accepted,24.0,9212.0,447,
s739947852,p03761,u208713671,1601056491,Python,PyPy3 (7.3.0),py,Accepted,74.0,65112.0,334,
s698516945,p03761,u910632349,1601009305,Python,Python (3.8.2),py,Accepted,25.0,8984.0,241,
s651920111,p03761,u397953026,1600966870,Python,PyPy3 (7.3.0),py,Accepted,413.0,84344.0,260,
s405449887,p03761,u670580484,1600928720,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3636.0,3212,
s508668801,p03761,u521323621,1600921988,Python,Python (3.8.2),py,Accepted,34.0,9868.0,405,
s183328430,p03761,u025469035,1600914966,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3724.0,919,
s780342081,p03761,u499062271,1600914795,C++,C++ (GCC 9.2.1),cpp,Accepted,5.0,3640.0,441,
s094498216,p03761,u130492706,1600888394,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3608.0,570,
s303852567,p03761,u130492706,1600887225,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3640.0,997,
s492179660,p03761,u745514010,1600885036,Python,PyPy3 (7.3.0),py,Accepted,63.0,65552.0,367,
