submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s159665617,p02594,u379288456,1600807948,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3788.0,278,
s302694588,p02594,u916248496,1600802311,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3656.0,894,
s008385102,p02594,u748712781,1600798829,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3640.0,276,
s590271302,p02594,u052309702,1600794954,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3596.0,133,
s009237709,p02594,u225642513,1600789869,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3644.0,530,
s523031690,p02594,u119171625,1600787623,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3616.0,313,
s332446820,p02594,u203491352,1600784804,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3632.0,188,
s864386892,p02594,u048826171,1600763525,Python,Python (3.8.2),py,Accepted,24.0,9072.0,64,
s491775617,p02594,u253551743,1600759819,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3620.0,609,
s483063432,p02594,u499138699,1600754678,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3652.0,132,
s998230158,p02594,u810918506,1600749947,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3592.0,163,
s202705941,p02594,u502180155,1600748236,C++,C++ (Clang 10.0.0),cpp,Accepted,8.0,3032.0,173,
s209808209,p02594,u976510633,1600745921,C++,C++ (Clang 10.0.0),cpp,Accepted,10.0,2984.0,135,
s048579200,p02594,u129830598,1600745334,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3588.0,152,
s022680325,p02594,u046590522,1600742244,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3644.0,121,
s471828953,p02594,u177925598,1600740363,C++,C++ (GCC 9.2.1),cpp,Accepted,3.0,3604.0,154,
s310662426,p02594,u651913160,1600740189,Python,Python (3.8.2),py,Accepted,28.0,9104.0,68,
s734095736,p02594,u084466852,1600739097,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3568.0,2054,
s046138746,p02594,u473433753,1600736897,Python,Python (3.8.2),py,Accepted,27.0,9152.0,63,
s504661979,p02594,u275256557,1600735102,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3632.0,171,
s774877592,p02594,u689103675,1600732042,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3652.0,1214,
s312889752,p02594,u079748877,1600726542,Python,Python (3.8.2),py,Accepted,30.0,8996.0,49,
s833924413,p02594,u578378372,1600726452,Python,PyPy3 (7.3.0),py,Accepted,62.0,61680.0,71,
s835725795,p02594,u901738963,1600725355,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3616.0,149,
s253071135,p02594,u921156673,1600720862,Python,PyPy3 (7.3.0),py,Accepted,70.0,61756.0,63,
s656147039,p02594,u267933821,1600719263,Python,Python (3.8.2),py,Accepted,29.0,9056.0,62,
s338597817,p02594,u756088996,1600718275,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3640.0,369,
s039644878,p02594,u809713791,1600715081,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3660.0,386,
s833614088,p02594,u867616076,1600714982,Python,Python (3.8.2),py,Accepted,27.0,9128.0,69,
s826936055,p02594,u747696190,1600710781,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3624.0,175,
s968201841,p02594,u268792407,1600707403,Python,Python (3.8.2),py,Accepted,29.0,9160.0,59,
s693971908,p02594,u857110064,1600702166,C++,C++ (GCC 9.2.1),cpp,Accepted,11.0,3592.0,148,
s578818596,p02594,u581579603,1600667715,Python,Python (3.8.2),py,Accepted,30.0,9152.0,68,
s265671969,p02594,u679071799,1600666326,C++,C++ (GCC 9.2.1),cpp,Accepted,10.0,3616.0,352,
s945949783,p02594,u089230684,1600662857,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3588.0,1185,
s359356039,p02594,u867529352,1600662778,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3608.0,2750,
s918198641,p02594,u018679195,1600662332,C++,C++ (GCC 9.2.1),cpp,Accepted,9.0,3628.0,140,
s746920830,p02594,u018679195,1600661425,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3620.0,176,
s845012399,p02594,u353919145,1600661230,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3548.0,617,
s393132642,p02594,u018679195,1600661178,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3600.0,632,
s294300006,p02594,u089230684,1600661091,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3632.0,828,
s198567734,p02594,u424073333,1600661051,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3552.0,828,
s332874874,p02594,u816631826,1600660954,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3608.0,2646,
s187241369,p02594,u328098186,1600657474,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3628.0,280,
s793298258,p02594,u749947386,1600653414,Python,Python (3.8.2),py,Accepted,30.0,9008.0,72,
s043603745,p02594,u172269390,1600651414,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3628.0,162,
s548430789,p02594,u952130512,1600649102,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3748.0,9840,
s626190034,p02594,u813262151,1600645904,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3588.0,160,
s941711394,p02594,u970639445,1600642495,Python,Python (3.8.2),py,Accepted,29.0,8972.0,69,
s690983702,p02594,u025773431,1600638594,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3548.0,324,
s596271252,p02594,u573831121,1600636442,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3568.0,215,
s525418339,p02594,u129177780,1600634614,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3560.0,153,
s184005848,p02594,u014139588,1600634342,Python,Python (3.8.2),py,Accepted,25.0,9108.0,44,
s360343620,p02594,u430395207,1600632723,Python,Python (3.8.2),py,Accepted,25.0,9028.0,63,
s679831100,p02594,u806399854,1600631584,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3628.0,150,
s404142931,p02594,u411255472,1600627679,Python,Python (3.8.2),py,Accepted,26.0,9020.0,48,
s286891061,p02594,u176218583,1600627134,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3592.0,190,
s086036033,p02594,u863370423,1600625693,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3712.0,167,
s790726943,p02594,u353919145,1600623948,C++,C++ (Clang 10.0.0),cpp,Accepted,6.0,3084.0,234,
s466289189,p02594,u903629757,1600622814,Python,Python (3.8.2),py,Accepted,30.0,9112.0,67,
s704024611,p02594,u321492259,1600618196,C++,C++ (GCC 9.2.1),cpp,Accepted,9.0,3580.0,288,
s340263396,p02594,u018679195,1600617930,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3628.0,244,
s557958389,p02594,u089230684,1600617130,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3588.0,205,
s167146493,p02594,u018679195,1600615070,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3688.0,241,
s930719790,p02594,u353919145,1600614935,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3764.0,214,
s870296840,p02594,u955699148,1600609353,Python,Python (3.8.2),py,Accepted,26.0,9144.0,70,
s815675902,p02594,u393550348,1600607811,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3624.0,151,
s239340498,p02594,u981065082,1600594538,C++,C++ (GCC 9.2.1),cpp,Accepted,4.0,3608.0,540,
s815008121,p02594,u939271443,1600591373,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3620.0,167,
s741371821,p02594,u865383026,1600584819,Python,Python (3.8.2),py,Accepted,27.0,9080.0,44,
s926558054,p02594,u177145780,1600577357,C++,C++ (GCC 9.2.1),cpp,Accepted,9.0,3568.0,147,
s848596934,p02594,u549758406,1600575712,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3592.0,156,
s228879526,p02594,u903285404,1600575049,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3608.0,1156,
s328335440,p02594,u781533235,1600573714,C++,C++ (GCC 9.2.1),cpp,Accepted,5.0,3796.0,209,
s535811935,p02594,u667084803,1600573521,Python,Python (3.8.2),py,Accepted,30.0,9056.0,57,
s131896137,p02594,u018679195,1600570850,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3604.0,291,
s798567543,p02594,u621374656,1600563292,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3620.0,127,
s970303961,p02594,u963963908,1600562618,Python,Python (3.8.2),py,Accepted,30.0,9144.0,63,
s637704804,p02594,u992910889,1600561074,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3660.0,4557,
s669614292,p02594,u006782785,1600553956,Python,Python (3.8.2),py,Accepted,29.0,9128.0,68,
s717837795,p02594,u751549333,1600553784,Python,Python (3.8.2),py,Accepted,29.0,9088.0,75,
s874151852,p02594,u855087874,1600551145,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3580.0,1178,
s803796516,p02594,u184031739,1600550792,Python,Python (3.8.2),py,Accepted,25.0,9132.0,61,
s528474506,p02594,u438265890,1600550782,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3568.0,664,
s207358365,p02594,u590427200,1600548923,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3584.0,110,
s896843965,p02594,u089885969,1600546073,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3612.0,169,
s441735556,p02594,u017746714,1600546005,C++,C++ (GCC 9.2.1),cpp,Accepted,10.0,3588.0,371,
s156445362,p02594,u072717685,1600545178,Python,PyPy3 (7.3.0),py,Accepted,74.0,61732.0,203,
s759776547,p02594,u955610038,1600541533,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3636.0,927,
s196444602,p02594,u607521022,1600539377,C++,C++ (GCC 9.2.1),cpp,Accepted,7.0,3620.0,500,
s788268697,p02594,u539367121,1600537654,Python,Python (3.8.2),py,Accepted,29.0,9144.0,42,
s417014916,p02594,u996434204,1600534099,Python,Python (3.8.2),py,Accepted,26.0,9044.0,69,
s284578173,p02594,u007332755,1600531075,C++,C++ (GCC 9.2.1),cpp,Accepted,9.0,3624.0,141,
s198051007,p02594,u669551866,1600520649,C++,C++ (GCC 9.2.1),cpp,Accepted,8.0,3564.0,5665,
s920607672,p02594,u092647400,1600506100,C++,C++ (GCC 9.2.1),cpp,Accepted,6.0,3608.0,170,
