submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s524337068,p01846,u814244675,1530788801,C++,C++14,cpp,Accepted,0,3224,1281,2/2
s884930752,p01846,u482694765,1531903449,C++,C++14,cpp,Accepted,0,3140,713,2/2
s422381372,p01846,u023471147,1534743707,C++,C++14,cpp,Accepted,0,3280,4324,2/2
s389965300,p01846,u851121794,1534845139,C++,C++14,cpp,Accepted,0,3192,1591,2/2
s233135182,p01846,u470434409,1540978555,C++,C++14,cpp,Accepted,0,3240,1672,2/2
s142115715,p01846,u278641778,1545330502,C++,C++,cpp,Accepted,0,3228,1006,2/2
s184359374,p01846,u470434409,1555686235,C++,C++14,cpp,Accepted,0,3228,1907,2/2
s400566304,p01846,u144532944,1556465332,C++,C++14,cpp,Accepted,0,2788,1409,2/2
s684620173,p01846,u032921816,1556503942,C++,C++14,cpp,Accepted,0,3224,2771,2/2
s303061117,p01846,u643585249,1556547054,C++,C++14,cpp,Accepted,0,3136,2337,2/2
s295840707,p01846,u135065901,1556662944,C++,C++14,cpp,Accepted,0,3168,1636,2/2
s982219017,p01846,u379956761,1559133303,C++,C++14,cpp,Accepted,0,3192,2185,2/2
s569028095,p01846,u392875227,1559133701,C++,C++14,cpp,Accepted,0,3128,3129,2/2
s247057691,p01846,u967448558,1559136501,C++,C++14,cpp,Accepted,0,3236,2018,2/2
s365993928,p01846,u905313459,1559227259,C++,C++14,cpp,Accepted,0,3168,1427,2/2
s536133918,p01846,u300645821,1475018343,C++,C++11,cpp,Accepted,0,3172,589,2/2
s553649960,p01846,u700120734,1475098711,C++,C++,cpp,Accepted,0,3212,2055,2/2
s361141857,p01846,u214600613,1475838467,C++,C++,cpp,Accepted,0,3160,1238,2/2
s847996229,p01846,u064467943,1476165198,C++,C++,cpp,Accepted,0,3124,1346,2/2
s784716445,p01846,u923320778,1476171789,C++,C++,cpp,Accepted,0,3180,871,2/2
s102390134,p01846,u852311840,1476274019,C++,C++,cpp,Accepted,0,3044,899,2/2
s069436516,p01846,u823513038,1476502786,C++,C++11,cpp,Accepted,0,3072,935,2/2
s235822793,p01846,u116766943,1477221031,C++,C++,cpp,Accepted,0,3184,1149,2/2
s838550325,p01846,u467070262,1477469788,C++,C++,cpp,Accepted,0,3140,990,2/2
s789309531,p01846,u923320778,1477494568,C++,C++,cpp,Accepted,0,3204,874,2/2
s134076062,p01846,u529386725,1477496581,C++,C++14,cpp,Accepted,0,3120,2170,2/2
s908261292,p01846,u113716229,1477580243,C++,C++11,cpp,Accepted,0,3220,1566,2/2
s477162658,p01846,u064467943,1477624032,C++,C++,cpp,Accepted,0,3140,1346,2/2
s355558489,p01846,u924665348,1478168891,C++,C++,cpp,Accepted,0,3176,612,2/2
s012598329,p01846,u261561433,1478252438,C++,C++11,cpp,Accepted,0,3120,2196,2/2
s465281785,p01846,u796627333,1478358196,C++,C++14,cpp,Accepted,0,3132,1374,2/2
s245143789,p01846,u334031393,1478861216,C++,C++14,cpp,Accepted,0,3168,2037,2/2
s002405242,p01846,u452212317,1479110159,C++,C++11,cpp,Accepted,0,3132,2207,2/2
s257004899,p01846,u046809180,1479533375,C++,C++,cpp,Accepted,0,3188,840,2/2
s170093217,p01846,u346550152,1479875546,C++,C++,cpp,Accepted,0,3184,1514,2/2
s875031450,p01846,u160041984,1480700298,C++,C++14,cpp,Accepted,0,3224,1825,2/2
s685563201,p01846,u594829871,1480735666,C++,C++,cpp,Accepted,0,3164,1018,2/2
s904527905,p01846,u858885710,1480796459,C++,C++11,cpp,Accepted,0,3156,1097,2/2
s705278873,p01846,u343612457,1480911483,C++,C++,cpp,Accepted,0,3056,1425,2/2
s618038796,p01846,u823513038,1481606408,C++,C++11,cpp,Accepted,0,3128,948,2/2
s785211130,p01846,u852311840,1481617605,C++,C++,cpp,Accepted,0,3152,1115,2/2
s836328190,p01846,u220324665,1482648242,C++,C++14,cpp,Accepted,0,3212,712,2/2
s402408148,p01846,u095377734,1482666961,C++,C++11,cpp,Accepted,0,3032,730,2/2
s989297827,p01846,u697145890,1482702838,C++,C++,cpp,Accepted,0,2572,1187,2/2
s916969634,p01846,u952951927,1482783950,C++,C++,cpp,Accepted,0,3240,748,2/2
s689508651,p01846,u776402923,1482783975,C++,C++,cpp,Accepted,0,3168,748,2/2
s258136364,p01846,u841723078,1483600049,C++,C++,cpp,Accepted,0,3228,1224,2/2
s702155542,p01846,u602903519,1484741862,C++,C++,cpp,Accepted,0,3120,924,2/2
s941819559,p01846,u455494700,1485093259,C++,C++,cpp,Accepted,0,3108,592,2/2
s268435643,p01846,u084540620,1486340802,C++,C++,cpp,Accepted,0,3144,655,2/2
s717912271,p01846,u677070142,1487314735,C++,C++11,cpp,Accepted,0,3140,1215,2/2
s740271568,p01846,u813786702,1487556677,C++,C++14,cpp,Accepted,0,3056,748,2/2
s740064914,p01846,u584110575,1487591038,C++,C++11,cpp,Accepted,0,3184,884,2/2
s090347968,p01846,u927516039,1487980519,C++,C++14,cpp,Accepted,0,3172,1434,2/2
s609961793,p01846,u877319405,1488175150,C++,C++14,cpp,Accepted,0,3104,1740,2/2
s283369405,p01846,u212664316,1488197641,C++,C++,cpp,Accepted,0,3092,1022,2/2
s830967750,p01846,u962041986,1488258798,C++,C++,cpp,Accepted,0,3208,647,2/2
s643684690,p01846,u496999590,1489663826,C++,C++,cpp,Accepted,0,3144,724,2/2
s279972310,p01846,u781433064,1491119957,C++,C++11,cpp,Accepted,0,3224,901,2/2
s799758196,p01846,u670628888,1492264841,C++,C++14,cpp,Accepted,0,3268,1409,2/2
s658933735,p01846,u705334572,1492603397,C++,C++14,cpp,Accepted,0,3164,896,2/2
s435775723,p01846,u063091489,1492846044,C++,C++14,cpp,Accepted,0,3232,1518,2/2
s142854660,p01846,u018134297,1492896429,C++,C++14,cpp,Accepted,0,3228,945,2/2
s171435413,p01846,u130728191,1492913395,C++,C++14,cpp,Accepted,0,3152,1373,2/2
s082928355,p01846,u855989123,1493184211,C++,C++11,cpp,Accepted,0,3244,2075,2/2
s551695290,p01846,u527286045,1493900196,C++,C++14,cpp,Accepted,0,3188,948,2/2
s078878488,p01846,u648717067,1494553246,C++,C++,cpp,Accepted,0,3056,1865,2/2
s697329827,p01846,u629590130,1494998679,C++,C++14,cpp,Accepted,0,3104,947,2/2
s671390906,p01846,u362820084,1495010408,C++,C++14,cpp,Accepted,0,3136,947,2/2
s884675991,p01846,u667297321,1496538667,C++,C++14,cpp,Accepted,0,3216,1992,2/2
s683163482,p01846,u775414834,1497525014,C++,C++14,cpp,Accepted,0,3164,929,2/2
s244534780,p01846,u462368445,1497526213,C++,C++,cpp,Accepted,0,3116,988,2/2
s662443305,p01846,u214404619,1497529596,C++,C++,cpp,Accepted,0,3096,1690,2/2
s508558410,p01846,u182453220,1497529841,C++,C++14,cpp,Accepted,0,3140,934,2/2
s883695749,p01846,u197007081,1497750474,C++,C++11,cpp,Accepted,0,3116,1527,2/2
s381564006,p01846,u155634813,1497765525,C++,C++11,cpp,Accepted,0,3176,2030,2/2
s222778939,p01846,u709185111,1498556792,C++,C++11,cpp,Accepted,0,3232,1150,2/2
s556890145,p01846,u920406124,1498561739,C++,C++11,cpp,Accepted,0,3068,858,2/2
s454261805,p01846,u696230892,1499061980,C++,C++14,cpp,Accepted,0,3148,1025,2/2
s051780944,p01846,u586305981,1499083758,C++,C++14,cpp,Accepted,0,3216,2215,2/2
s753156468,p01846,u188938853,1499238604,C++,C++,cpp,Accepted,0,3004,1885,2/2
s814490931,p01846,u954183646,1499241888,C++,C++11,cpp,Accepted,0,3200,1499,2/2
s167261638,p01846,u006806475,1499242325,C++,C++11,cpp,Accepted,0,3192,1053,2/2
s212393055,p01846,u164672217,1499421535,C++,C++11,cpp,Accepted,0,3184,1684,2/2
s875684182,p01846,u117454239,1499492144,C++,C++,cpp,Accepted,0,3268,967,2/2
s026885357,p01846,u929568713,1499510841,C++,C++14,cpp,Accepted,0,3144,999,2/2
s670297771,p01846,u763438901,1501652210,C++,C++,cpp,Accepted,0,3168,1224,2/2
s123264180,p01846,u988213374,1504080783,C++,C++,cpp,Accepted,0,3144,908,2/2
s593957593,p01846,u751176970,1506774167,C++,C++,cpp,Accepted,0,3144,586,2/2
s347463786,p01846,u936898312,1506858343,C++,C++,cpp,Accepted,0,3192,781,2/2
s011676108,p01846,u505990483,1507549630,C++,C++,cpp,Accepted,0,3116,826,2/2
s396727795,p01846,u529214876,1513742209,C++,C++14,cpp,Accepted,0,3184,2166,2/2
s595688437,p01846,u827214117,1514055897,C++,C++14,cpp,Accepted,0,3176,1584,2/2
s248750475,p01846,u211666125,1514861302,C++,C++14,cpp,Accepted,0,3212,1497,2/2
s101178842,p01846,u835414158,1517924744,C++,C++11,cpp,Accepted,0,3064,9753,2/2
s547791059,p01846,u605325206,1519498958,C++,C++14,cpp,Accepted,0,3220,1714,2/2
s874114939,p01846,u661495829,1521798682,C++,C++14,cpp,Accepted,0,3204,1533,2/2
s797629863,p01846,u193276641,1521882431,C++,C++14,cpp,Accepted,0,3148,1234,2/2
s001556871,p01846,u727105197,1522147986,C++,C++,cpp,Accepted,0,3168,1864,2/2
s110622075,p01846,u746333947,1523551541,C++,C++14,cpp,Accepted,0,3188,1574,2/2
s512432328,p01846,u449960815,1525931173,C++,C++14,cpp,Accepted,0,3140,2594,2/2
s748070821,p01846,u565812827,1528103355,C++,C++14,cpp,Accepted,0,3212,1983,2/2
s776026188,p01846,u241351136,1528116316,C++,C++14,cpp,Accepted,0,3264,1579,2/2
s539289252,p01846,u352407731,1528177819,C++,C++14,cpp,Accepted,0,3284,1364,2/2
s649888979,p01846,u198011997,1528767391,C++,C++,cpp,Accepted,0,3164,1034,2/2
s688221048,p01846,u133262182,1528986306,C++,C++14,cpp,Accepted,0,3184,1485,2/2
s410871582,p01846,u567726426,1528996704,C++,C++14,cpp,Accepted,0,3136,844,2/2
s814299761,p01846,u088476226,1529124028,C++,C++14,cpp,Accepted,0,3216,4432,2/2
s188964518,p01846,u088476226,1529124034,C++,C++14,cpp,Accepted,0,3160,4422,2/2
s328974547,p01846,u088476226,1529124549,C++,C++,cpp,Accepted,0,3220,3611,2/2
s032945630,p01846,u197853378,1529153539,C++,C++14,cpp,Accepted,0,3152,1277,2/2
s147085114,p01846,u314954937,1529303518,C++,C++,cpp,Accepted,0,3212,1801,2/2
s543614238,p01846,u429835330,1529407059,C++,C++14,cpp,Accepted,0,3200,1370,2/2
s088337949,p01846,u466124980,1529477143,C++,C++14,cpp,Accepted,0,3200,1637,2/2
s739521983,p01846,u391175916,1529817406,C++,C++14,cpp,Accepted,0,3224,1583,2/2
s602141052,p01846,u868447400,1529825653,C++,C++14,cpp,Accepted,0,3136,605,2/2
s499982865,p01846,u011621222,1530187677,C++,C++14,cpp,Accepted,0,3020,997,2/2
s004084440,p01846,u546189534,1530187962,C++,C++,cpp,Accepted,0,3080,997,2/2
s065209052,p01846,u580955605,1530666303,C++,C++14,cpp,Accepted,0,3252,1297,2/2
s549314017,p01846,u017545322,1530686156,C++,C++,cpp,Accepted,0,3120,1351,2/2
s679799248,p01846,u931207793,1530694512,C++,C++14,cpp,Accepted,0,3116,1609,2/2
s717072655,p01846,u205938947,1530700080,C++,C++14,cpp,Accepted,0,3164,885,2/2
s691344682,p01846,u965799355,1530700950,C++,C++14,cpp,Accepted,0,3112,741,2/2
