submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s817827132,p01007,u923320778,1405948538,C++,C++,cpp,Accepted,0,1180,1795,18/18
s846278432,p01007,u676399799,1414502052,C++,C++,cpp,Accepted,0,1044,1965,18/18
s459105547,p01007,u703196441,1420221341,C++,C++,cpp,Accepted,0,1228,2398,18/18
s563654352,p01007,u703196441,1420221418,C++,C++,cpp,Accepted,0,1224,2027,18/18
s772685796,p01007,u116766943,1426773137,C++,C++,cpp,Accepted,0,1248,2428,18/18
s855682552,p01007,u682037079,1433917691,C++,C++,cpp,Accepted,0,1052,2269,18/18
s539063284,p01007,u819979588,1433920468,C++,C++11,cpp,Accepted,0,1200,3190,18/18
s397650812,p01007,u952951927,1435219309,C++,C++,cpp,Accepted,0,1180,2521,18/18
s985016208,p01007,u952951927,1435219616,C++,C++,cpp,Accepted,0,1176,2523,18/18
s556177183,p01007,u278285028,1435834039,C++,C++,cpp,Accepted,0,1228,2623,18/18
s895168084,p01007,u852311840,1455502263,C++,C++11,cpp,Accepted,0,3188,3820,18/18
s976016158,p01007,u542962065,1459259818,C++,C++11,cpp,Accepted,0,3112,2767,18/18
s915496485,p01007,u823513038,1462764123,C++,C++11,cpp,Accepted,0,2692,1492,18/18
s333067432,p01007,u823513038,1462764182,C++,C++11,cpp,Accepted,0,2760,1471,18/18
s840080637,p01007,u823513038,1462764237,C++,C++11,cpp,Accepted,0,2720,1439,18/18
s054169135,p01007,u765197056,1462850411,C++,C++,cpp,Accepted,0,1208,2727,18/18
s984893732,p01007,u765197056,1462850445,C++,C++,cpp,Accepted,0,1204,2518,18/18
s284946412,p01007,u231562319,1463469963,C++,C++11,cpp,Accepted,0,3268,2911,18/18
s698952905,p01007,u214600613,1464327639,C++,C++,cpp,Accepted,0,1236,1548,18/18
s573431682,p01007,u214600613,1464328912,C++,C++,cpp,Accepted,0,1228,1148,18/18
s024803092,p01007,u796627333,1466403751,C++,C++11,cpp,Accepted,0,3120,2390,18/18
s198859043,p01007,u186082958,1471978496,C++,C++11,cpp,Accepted,0,3172,2422,18/18
s773440390,p01007,u220324665,1485651652,C++,C++14,cpp,Accepted,0,3292,1389,18/18
s616744968,p01007,u697145890,1514233455,C++,C++,cpp,Accepted,0,3296,3601,18/18
s125300552,p01007,u858560358,1529318157,C++,C++14,cpp,Accepted,0,2812,2723,18/18
s047716206,p01007,u166879750,1529319675,C++,C++,cpp,Accepted,0,3140,1969,18/18
s776111034,p01007,u339187218,1529321685,C++,C++11,cpp,Accepted,0,3116,2478,18/18
s738096747,p01007,u971272427,1529809178,C++,C++14,cpp,Accepted,0,3108,1569,18/18
s283315910,p01007,u579642142,1529809779,C++,C++14,cpp,Accepted,0,3228,2345,18/18
s023933029,p01007,u479246559,1384429927,C++,C++,cpp,Accepted,0,1060,1501,18/18
s193566377,p01007,u300645821,1384438685,C++,C++,cpp,Accepted,0,1044,1464,18/18
s555433256,p01007,u300645821,1384438826,C++,C++,cpp,Accepted,0,1036,1298,18/18
s925286297,p01007,u676401384,1384472816,C++,C++11,cpp,Accepted,0,1228,2287,18/18
s847594248,p01007,u642549559,1384480229,C++,C++,cpp,Accepted,0,1176,1912,18/18
s728065126,p01007,u914140574,1384481525,C++,C++,cpp,Accepted,0,1172,1406,18/18
s802474914,p01007,u228816757,1384514054,C++,C++,cpp,Accepted,0,1180,1879,18/18
s003493485,p01007,u881100444,1384523239,C++,C++,cpp,Accepted,0,1168,2410,18/18
s631615883,p01007,u535943957,1384902486,C++,C++,cpp,Accepted,0,1196,2292,18/18
s027387361,p01007,u772290763,1384957074,C++,C++,cpp,Accepted,0,1200,2377,18/18
s177698208,p01007,u934534598,1385040718,C++,C++,cpp,Accepted,0,1240,2637,18/18
s613613614,p01007,u622083648,1385733538,C++,C++,cpp,Accepted,0,1168,1917,18/18
s472744457,p01007,u270308012,1386933929,C++,C++,cpp,Accepted,0,1220,2697,18/18
s569391140,p01007,u095377734,1387353734,C++,C++,cpp,Accepted,0,1196,1994,18/18
s987461520,p01007,u788273968,1396188339,C++,C++,cpp,Accepted,0,1200,2952,18/18
s710384880,p01007,u274875240,1398259530,C++,C++,cpp,Accepted,0,1204,3217,18/18
s139457647,p01007,u274875240,1398259574,C++,C++,cpp,Accepted,0,1204,3055,18/18
s725389702,p01007,u752673456,1398535500,C++,C++,cpp,Accepted,0,1172,1930,18/18
s172845148,p01007,u813675766,1576829883,C++,C++14,cpp,Accepted,730,42600,2462,18/18
s243424794,p01007,u102030241,1534385406,C++,C++14,cpp,Accepted,0,3104,2005,18/18
s329227443,p01007,u706497175,1425632200,C++,C++,cpp,Accepted,0,1204,1580,18/18
