submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s355092260,p00341,u813675766,1531442770,C++,C++14,cpp,Accepted,0,3152,408,17/17
s777629614,p00341,u505990483,1531492285,C++,C++,cpp,Accepted,0,3164,486,17/17
s923143644,p00341,u691023889,1541150829,C++,C++,cpp,Accepted,0,2628,279,17/17
s416684418,p00341,u387501704,1541151041,C++,C++,cpp,Accepted,0,2708,3239,17/17
s251134891,p00341,u923320778,1480417406,C++,C++,cpp,Accepted,0,3144,219,16/16
s013126622,p00341,u927516039,1480527997,C++,C++,cpp,Accepted,0,3116,430,16/16
s545734798,p00341,u567478557,1480561768,C++,C++,cpp,Accepted,0,3208,1852,16/16
s983486918,p00341,u095377734,1480660985,C++,C++,cpp,Accepted,0,3140,289,16/16
s186432653,p00341,u923320778,1480694282,C++,C++,cpp,Accepted,0,3124,618,16/16
s535404294,p00341,u584110575,1480746394,C++,C++11,cpp,Accepted,0,3132,242,16/16
s894782056,p00341,u584110575,1480746445,C++,C++,cpp,Accepted,0,3100,209,16/16
s275819113,p00341,u220324665,1480748328,C++,C++14,cpp,Accepted,0,3100,254,16/16
s138510154,p00341,u796627333,1480755993,C++,C++11,cpp,Accepted,0,3156,453,16/16
s080364344,p00341,u700120734,1480782267,C++,C++11,cpp,Accepted,0,3124,1117,16/16
s488711059,p00341,u160041984,1480801035,C++,C++14,cpp,Accepted,0,3144,828,16/16
s140672434,p00341,u547616245,1481191873,C++,C++11,cpp,Accepted,0,3144,250,16/16
s217324110,p00341,u881668270,1481242902,C++,C++11,cpp,Accepted,0,3128,321,16/16
s358122605,p00341,u911041619,1481264681,C++,C++,cpp,Accepted,0,3040,393,16/16
s598382141,p00341,u928678704,1481427401,C++,C++,cpp,Accepted,0,3152,376,16/16
s192431175,p00341,u852311840,1481506027,C++,C++,cpp,Accepted,0,3168,387,16/16
s832384279,p00341,u300645821,1481546655,C++,C++,cpp,Accepted,0,2668,272,16/16
s362750852,p00341,u697145890,1481878612,C++,C++,cpp,Accepted,0,2612,1001,16/16
s906402650,p00341,u613278035,1481898264,C++,C++,cpp,Accepted,0,3092,385,16/16
s190989776,p00341,u116766943,1481916776,C++,C++11,cpp,Accepted,0,3060,680,16/16
s521508644,p00341,u988213374,1482845371,C++,C++,cpp,Accepted,0,3104,460,16/16
s500003667,p00341,u705334572,1482845586,C++,C++14,cpp,Accepted,0,3104,271,16/16
s637816217,p00341,u962041986,1483676173,C++,C++,cpp,Accepted,0,3140,202,16/16
s662796658,p00341,u113716229,1483885828,C++,C++11,cpp,Accepted,0,3084,834,16/16
s777358075,p00341,u924665348,1484185344,C++,C++,cpp,Accepted,0,3108,234,16/16
s983625547,p00341,u338380084,1484205323,C++,C++,cpp,Accepted,0,3148,299,16/16
s329810490,p00341,u274552558,1484362619,C++,C++,cpp,Accepted,0,3076,295,16/16
s578156793,p00341,u214404619,1485040762,C++,C++,cpp,Accepted,0,3064,561,16/16
s046230135,p00341,u302788563,1485342992,C++,C++,cpp,Accepted,0,3160,455,16/16
s348161189,p00341,u602903519,1485520767,C++,C++,cpp,Accepted,0,3156,979,16/16
s276096953,p00341,u357766791,1485782035,C++,C++,cpp,Accepted,0,3132,284,16/16
s276982845,p00341,u047399718,1486639877,C++,C++,cpp,Accepted,0,3116,335,16/16
s151257302,p00341,u522482726,1488292010,C++,C++11,cpp,Accepted,0,3148,794,16/16
s011805166,p00341,u481307862,1489565492,C++,C++,cpp,Accepted,0,3144,457,16/16
s590850025,p00341,u741328636,1490033601,C++,C++,cpp,Accepted,0,3056,273,16/16
s047861139,p00341,u455494700,1490107053,C++,C++,cpp,Accepted,0,3080,303,16/16
s290161657,p00341,u354244251,1490151193,C++,C++,cpp,Accepted,0,3032,253,16/16
s845703691,p00341,u198011997,1490418726,C++,C++,cpp,Accepted,0,3112,748,16/16
s474840810,p00341,u490406498,1491637200,C++,C++,cpp,Accepted,0,3108,612,16/16
s757629137,p00341,u301727652,1492601927,C++,C++,cpp,Accepted,0,3088,382,16/16
s320124392,p00341,u726778078,1492655089,C++,C++11,cpp,Accepted,0,3116,415,16/16
s876991584,p00341,u504825632,1492929409,C++,C++,cpp,Accepted,0,3152,573,16/16
s953952198,p00341,u116766943,1492931266,C++,C++11,cpp,Accepted,0,3156,607,16/16
s446577045,p00341,u722076734,1495072655,C++,C++14,cpp,Accepted,0,3112,392,16/16
s264467595,p00341,u270308012,1495955917,C++,C++14,cpp,Accepted,0,3132,706,16/16
s572076776,p00341,u186080397,1496907729,C++,C++,cpp,Accepted,0,3140,291,16/16
s530862959,p00341,u948171057,1496908465,C++,C++,cpp,Accepted,0,3156,335,16/16
s394965838,p00341,u672233061,1496921437,C++,C++,cpp,Accepted,0,3204,479,16/16
s281383242,p00341,u278285028,1497315870,C++,C++,cpp,Accepted,0,3144,424,16/16
s969563008,p00341,u721001324,1497616529,C++,C++,cpp,Accepted,0,3092,447,16/16
s880559938,p00341,u304898265,1497856859,C++,C++,cpp,Accepted,0,3096,432,16/16
s423537570,p00341,u884304694,1497858312,C++,C++,cpp,Accepted,0,3096,406,16/16
s104037927,p00341,u959291807,1499231369,C++,C++,cpp,Accepted,0,3064,189,16/16
s592106902,p00341,u360619855,1499614948,C++,C++,cpp,Accepted,0,3112,291,16/16
s374656277,p00341,u725628010,1499672126,C++,C++,cpp,Accepted,0,3156,363,16/16
