submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s319306364,p01257,u676399799,1416718120,C++,C++,cpp,Accepted,290,7032,580,1/1
s005377952,p01257,u881100444,1428162124,C++,C++,cpp,Accepted,210,1572,780,1/1
s165351176,p01257,u274875240,1438414672,C++,C++,cpp,Accepted,400,5324,1379,1/1
s749936504,p01257,u095377734,1441776703,C++,C++,cpp,Accepted,230,1548,695,1/1
s589889482,p01257,u095377734,1441776752,C++,C++,cpp,Accepted,230,1564,715,1/1
s954821425,p01257,u095377734,1441776767,C++,C++,cpp,Accepted,270,1568,733,1/1
s555883526,p01257,u095377734,1441776802,C++,C++,cpp,Accepted,230,1548,720,1/1
s008708594,p01257,u095377734,1441776869,C++,C++,cpp,Accepted,210,1556,724,1/1
s799575257,p01257,u095377734,1441776893,C++,C++,cpp,Accepted,200,1556,735,1/1
s502419947,p01257,u923320778,1446214562,C++,C++,cpp,Accepted,190,1556,620,1/1
s094138217,p01257,u952951927,1447000914,C++,C++,cpp,Accepted,440,1616,723,1/1
s430771090,p01257,u952951927,1447001002,C++,C++,cpp,Accepted,440,1616,723,1/1
s811020457,p01257,u952951927,1447065979,C++,C++,cpp,Accepted,380,1616,699,1/1
s781895097,p01257,u952951927,1447066021,C++,C++,cpp,Accepted,390,1616,698,1/1
s234148940,p01257,u084540620,1447068231,C++,C++,cpp,Accepted,270,1936,866,1/1
s987154673,p01257,u084540620,1447068269,C++,C++,cpp,Accepted,260,1936,830,1/1
s288753375,p01257,u084540620,1447068905,C++,C++,cpp,Accepted,260,1940,830,1/1
s558836498,p01257,u796627333,1467117944,C++,C++11,cpp,Accepted,160,3476,735,1/1
s667440796,p01257,u697145890,1481326907,C++,C++,cpp,Accepted,330,3984,1225,1/1
s489682623,p01257,u852311840,1485512780,C++,C++,cpp,Accepted,1490,3248,949,1/1
s057024868,p01257,u046809180,1488117020,C++,C++11,cpp,Accepted,190,3808,1105,1/1
s982764809,p01257,u157643087,1252071240,C++,C++,cpp,Accepted,1190,1256,638,
s564346733,p01257,u157643087,1252071279,C++,C++,cpp,Accepted,740,1256,681,
s696383293,p01257,u157643087,1252104264,C++,C++,cpp,Accepted,480,4768,972,
s909239702,p01257,u530523861,1262637473,C++,C++,cpp,Accepted,1270,2812,530,
s390459134,p01257,u609255173,1320081294,C++,C++,cpp,Accepted,1000,1224,812,
s850127656,p01257,u266871004,1331717652,C++,C++,cpp,Accepted,750,1256,707,1/1
s127250521,p01257,u505648358,1333126629,C++,C++,cpp,Accepted,480,0,1056,1/1
s208564639,p01257,u157859087,1335732885,C++,C++,cpp,Accepted,230,1148,622,1/1
s687160284,p01257,u766225878,1347870698,C++,C++,cpp,Accepted,390,1548,463,1/1
s932672043,p01257,u270308012,1352362419,C++,C++,cpp,Accepted,960,1592,1089,1/1
s368949017,p01257,u535943957,1364211236,C++,C++,cpp,Accepted,1020,1592,1278,1/1
s171984108,p01257,u967850487,1387833472,C++,C++,cpp,Accepted,390,1548,760,1/1
s358144990,p01257,u231562319,1549132954,C++,C++14,cpp,Accepted,530,3512,1039,1/1
s350309714,p01257,u962041986,1533950552,C++,C++,cpp,Accepted,500,3540,471,1/1
