submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s559170194,p03432,u799529108,1601197157,C++,C++ (GCC 9.2.1),cpp,Accepted,637.0,4124.0,11636,
s046161235,p03432,u495170989,1600893205,C++,C++ (GCC 9.2.1),cpp,Accepted,293.0,10364.0,2189,
s340354658,p03432,u634343213,1600290566,C++,C++ (GCC 9.2.1),cpp,Accepted,261.0,4008.0,2643,
s062009433,p03432,u634195985,1599454275,C++,C++ (GCC 9.2.1),cpp,Accepted,252.0,2016.0,1460,
s981581499,p03432,u850903240,1599255362,C++,C++ (GCC 9.2.1),cpp,Accepted,258.0,4080.0,1842,
s936567836,p03432,u438646391,1597353763,C++,C++ (GCC 9.2.1),cpp,Accepted,254.0,10076.0,2308,
s673276632,p03432,u863370423,1597001654,C++,C++ (GCC 9.2.1),cpp,Accepted,1011.0,17932.0,2490,
s150285369,p03432,u740122945,1596816675,C++,C++ (GCC 9.2.1),cpp,Accepted,431.0,10236.0,3793,
s537201768,p03432,u924011226,1596588169,C++,C++ (GCC 9.2.1),cpp,Accepted,272.0,16532.0,2476,
s754376405,p03432,u924011226,1596588072,C++,C++ (GCC 9.2.1),cpp,Accepted,387.0,16464.0,2527,
s048141595,p03432,u776525990,1595865214,C++,C++ (GCC 9.2.1),cpp,Accepted,251.0,4088.0,2637,
s662987616,p03432,u185303454,1595212315,C++,C++ (GCC 9.2.1),cpp,Accepted,397.0,38260.0,6922,
s867905555,p03432,u420189779,1594944291,C++,C++ (GCC 9.2.1),cpp,Accepted,357.0,10964.0,1907,
s685877410,p03432,u915820887,1594488546,C++,C++ (GCC 9.2.1),cpp,Accepted,377.0,4048.0,2546,
s363172719,p03432,u353919145,1593619862,C++,C++ (GCC 9.2.1),cpp,Accepted,311.0,10340.0,2333,
s547733113,p03432,u315022000,1593610917,C++,C++ (GCC 9.2.1),cpp,Accepted,326.0,8180.0,3325,
s272809881,p03432,u744479517,1593552835,C++,C++ (GCC 9.2.1),cpp,Accepted,311.0,10256.0,2333,
s919476983,p03432,u037538049,1593444929,C++,C++ (GCC 9.2.1),cpp,Accepted,359.0,17144.0,1931,
s574116403,p03432,u275007264,1593356236,C++,C++ (GCC 9.2.1),cpp,Accepted,275.0,17116.0,2472,
s697093270,p03432,u655795094,1593352696,C++,C++ (GCC 9.2.1),cpp,Accepted,197.0,11108.0,2976,
s282889261,p03432,u315753191,1593302170,C++,C++ (GCC 9.2.1),cpp,Accepted,284.0,10940.0,2127,
s021616176,p03432,u562152011,1593299707,C++,C++ (GCC 9.2.1),cpp,Accepted,375.0,10380.0,2845,
s056893993,p03432,u641970797,1593293835,C++,C++ (Clang 10.0.0),cpp,Accepted,369.0,5004.0,2124,
s037007321,p03432,u156874980,1593292398,C++,C++ (GCC 9.2.1),cpp,Accepted,438.0,17860.0,2172,
s601094885,p03432,u562042360,1592926147,C++,C++ (GCC 9.2.1),cpp,Accepted,400.0,166304.0,1724,
s952906586,p03432,u710376653,1592258490,C++,C++14 (GCC 5.4.1),cpp,Accepted,502.0,7552.0,2254,
s005905737,p03432,u018679195,1591401370,C++,C++ (GCC 5.4.1),cpp,Accepted,578.0,14080.0,1722,
s900054212,p03432,u613221713,1591318149,C++,C++14 (GCC 5.4.1),cpp,Accepted,495.0,7168.0,2413,
s039040118,p03432,u889979678,1591317084,C++,C++14 (GCC 5.4.1),cpp,Accepted,576.0,13696.0,2398,
s269504946,p03432,u728955918,1591217046,C++,C++14 (GCC 5.4.1),cpp,Accepted,202.0,896.0,5103,
s804696150,p03432,u340402002,1590941357,C++,C++14 (GCC 5.4.1),cpp,Accepted,482.0,4096.0,3763,
s557899177,p03432,u958973000,1590793330,C++,C++14 (GCC 5.4.1),cpp,Accepted,630.0,768.0,3383,
s249469741,p03432,u390140944,1590787607,C++,C++14 (GCC 5.4.1),cpp,Accepted,399.0,6016.0,2992,
s036229865,p03432,u960093366,1590615195,C++,C++14 (GCC 5.4.1),cpp,Accepted,381.0,51200.0,5923,
s518486565,p03432,u227918294,1589944302,C++,C++14 (GCC 5.4.1),cpp,Accepted,329.0,13952.0,3282,
s807165243,p03432,u307161238,1589853173,C++,C++14 (GCC 5.4.1),cpp,Accepted,323.0,768.0,2607,
s203568498,p03432,u986915119,1589420156,C++,C++14 (GCC 5.4.1),cpp,Accepted,309.0,768.0,2325,
s444222720,p03432,u987355664,1589417235,C++,C++14 (GCC 5.4.1),cpp,Accepted,299.0,640.0,1494,
s863878289,p03432,u033787187,1589413556,C++,C++14 (GCC 5.4.1),cpp,Accepted,365.0,6960.0,2727,
s259238467,p03432,u158668977,1589408733,C++,C++14 (Clang 3.8.0),cpp,Accepted,231.0,640.0,1572,
s314489032,p03432,u563201135,1589404606,C++,C++14 (GCC 5.4.1),cpp,Accepted,314.0,768.0,1950,
s239732275,p03432,u326034736,1589404332,C++,C++14 (GCC 5.4.1),cpp,Accepted,543.0,1664.0,2621,
s765634213,p03432,u741086489,1587905899,C++,C++14 (GCC 5.4.1),cpp,Accepted,365.0,6784.0,2021,
s503459555,p03432,u648138491,1587875472,C++,C++14 (GCC 5.4.1),cpp,Accepted,963.0,23060.0,5365,
s745965861,p03432,u879660427,1586882489,C++,C++ (GCC 5.4.1),cpp,Accepted,561.0,7296.0,2252,
s073961359,p03432,u459570990,1585844483,C++,C++14 (GCC 5.4.1),cpp,Accepted,321.0,6784.0,2197,
s304324887,p03432,u680164084,1585445716,C++,C++14 (GCC 5.4.1),cpp,Accepted,295.0,512.0,2130,
s387604402,p03432,u319282133,1584594880,C++,C++14 (GCC 5.4.1),cpp,Accepted,1833.0,16640.0,3833,
s111587345,p03432,u056219032,1584589346,C++,C++ (GCC 5.4.1),cpp,Accepted,495.0,7296.0,2563,
s309629604,p03432,u056219032,1584589234,C++,C++ (GCC 5.4.1),cpp,Accepted,497.0,7296.0,2563,
s743696557,p03432,u571712492,1583901711,C++,C++14 (GCC 5.4.1),cpp,Accepted,285.0,7168.0,2285,
s531820363,p03432,u462564510,1583801813,C++,C++14 (GCC 5.4.1),cpp,Accepted,555.0,6784.0,2556,
s545370562,p03432,u873618015,1583614279,C++,C++14 (GCC 5.4.1),cpp,Accepted,221.0,640.0,3146,
s192952260,p03432,u873618015,1583614125,C++,C++14 (GCC 5.4.1),cpp,Accepted,317.0,640.0,3156,
